Personalekategori,Klasse/Lønramme,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
240 - Kontorfunktionærer,92 - Studerende,7.3,20149,0,2513,0,0,0,0,55,22717,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
553 - Ph.d. Stipendiater,63 - Ph.d stipendiater,93.6,32057,0,5752,1542,408,0,0,0,39760,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
22 - Civiløkonomer,56 - Civiløkonomer,8.7,40482,0,8010,2329,3413,0,155,103,54491,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
36 - Bygningskonstruktør,56 - Bygningskonstruktører,8.0,36250,0,8584,2188,9701,1490,156,0,58368,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
38 - Bibliotekarer,55 - Cand. Scient.bibl.,9.8,36436,0,8030,2545,6876,0,404,42,54333,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
38 - Bibliotekarer,66 - Bibliotekarer,15.8,39716,0,8275,1532,5836,435,183,163,56140,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,37.8,40173,0,7888,3102,2418,68,124,0,53773,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
39 - Erhvervss.kandidater,84 - Bachelorer,4.9,36989,0,7669,4342,3514,0,404,0,52918,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
40 - Ingeniørassistenter,"61 - Ingeniørassistenter, provins",30.5,31790,0,6530,86,8274,697,164,114,47654,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
43 - Arkitekter,54 - Arkitekter m.fl,28.0,36783,0,8479,6540,4666,663,335,76,57541,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,54 - Bachelorer,25.2,32316,0,7241,5843,3244,898,413,83,50038,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,70 - Institutledere,6.0,49630,0,14292,17228,3282,12283,1319,140,98173,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,665.9,37607,0,8417,5479,4301,765,321,75,56965,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,466.0,40219,0,8602,4545,4089,518,443,32,58446,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,84 - Bachelorer,7.9,32673,0,6985,4057,3700,0,0,0,47415,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,64 - Magistre,703.1,38862,0,8594,5569,4072,716,353,54,58220,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,65 - Psykologer,17.7,36386,0,8307,6396,3867,730,400,50,56136,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,68 - Cand. phil/interpret og musik,11.0,38147,0,8838,7185,4933,870,114,84,60170,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,70 - Institutledere,5.0,49630,0,14085,20542,0,11039,1000,149,96444,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,84 - Bachelorer,13.5,34042,0,7264,4293,3223,1210,93,0,50125,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
50 - Tekniske funktionærer,60 - Tekn.ass. og -tegnere,3.8,25397,0,6625,92,15150,0,164,108,47537,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
60 - Journalister,51 - Journalister,10.0,32410,0,8848,247,14879,728,418,0,57531,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
85 - Landinspektører,53 - Landinspektører,11.8,35392,0,8840,7786,6335,971,0,61,59385,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
93 - Særligt aflønnede,0 - Ingen klasse,22.8,40505,0,8335,6670,1309,0,36,31,56887,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
106 - Ekst lektor og UV-assistent,51 - Eksterne lektorer,18.2,43216,0,143,0,0,0,0,0,43359,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
107 - Studenterundervisere,3 - Øvrige studerende,4.5,27126,0,610,0,0,0,0,0,27736,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
108 - Læger v. højere udd.ins.,56 - Læger ved højere udd.inst.,9.2,40525,0,9646,7176,5202,3849,0,73,66471,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
108 - Læger v. højere udd.ins.,57 - Læger ved højere udd.inst.,5.2,41610,0,9453,4042,8442,0,0,214,63762,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
149 - Kandidater i sygepleje,51 - Kandidater I Sygepleje,3.3,32716,0,8473,6959,5293,0,0,154,53596,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
172 - Lærlinge og elever,52 - Voksenelever,7.0,21902,0,3174,0,0,0,0,1,25078,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
179 - Håndværkere og Teknikere,56 - Håndværker Dansk Metal,22.6,28463,0,6118,258,7892,3045,100,114,45990,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
201 - Tjenestemænd,76 - Nyt lønsystem OAO,5.0,25863,0,5782,115,8111,2491,90,62,42513,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
211 - Tjenestemandslignende,"81 - Nyt Lønsystem, provins  (TAT)",4.0,30180,0,8316,89,13696,532,250,0,53063,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,55 - Laboratoriekoordinatorer,11.2,32326,0,5859,26,4950,375,194,83,43814,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,58 - Ledende laborant og specialist,4.9,35344,0,6438,68,5941,210,377,78,48456,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,62 - Løngruppe 2,5.4,27895,0,4815,27,2796,0,154,32,35719,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,63 - Løngruppe 6,3.8,37826,0,6846,76,6090,261,328,108,51534,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,"51 - IT-medarbejdere,løngruppe 2",48.0,31173,0,6018,19,7288,61,122,154,44835,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,52 - IT-medarbejdere.løngruppe 3,19.8,33668,0,7500,20,14250,0,210,124,55772,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),13.4,19871,0,1808,0,0,0,0,0,21680,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,20.5,31961,0,5833,172,6650,411,106,45,45177,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,320.3,31124,0,5763,38,6063,389,340,74,43793,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,82 - Elever i provinsen,9.0,16188,0,1642,0,0,0,0,0,17829,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,8.0,22570,0,3261,0,0,0,52,0,25883,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,3.5,29251,0,5482,72,5161,548,0,83,40599,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,19.8,27959,0,4554,47,2444,28,105,39,35177,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
248 - Specialarbejdere m.fl.,57 - Løngruppe 2,8.6,27632,0,5298,47,2990,3324,427,26,39744,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
248 - Specialarbejdere m.fl.,"70 - Løngruppe 1, Hovedstaden",3.8,24367,0,5880,0,6716,6733,219,0,43915,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
248 - Specialarbejdere m.fl.,71 - Løngruppe 1. Provinsen,11.0,23505,0,4782,0,5454,4073,306,100,38221,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
540 - Korrespondenter,51 - Korrespondenter,3.7,28856,0,7252,651,10750,225,0,178,47911,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
553 - Ph.d. Stipendiater,63 - Ph.d stipendiater,166.4,32203,0,5754,1525,224,110,60,0,39876,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
553 - Ph.d. Stipendiater,69 - Ph.D.- stipendiater,166.6,31718,0,5649,1540,0,69,23,0,38998,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
580 - Kliniske Professorer,1 - Kliniske professorer,18.9,47355,0,5022,331,785,404,0,173,54069,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
22 - Civiløkonomer,56 - Civiløkonomer,4.9,41570,0,8436,2057,4787,284,269,294,57697,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
38 - Bibliotekarer,55 - Cand. Scient.bibl.,4.7,36026,0,7161,0,4206,288,305,0,47986,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
38 - Bibliotekarer,66 - Bibliotekarer,7.5,42135,0,8661,211,6631,485,193,204,58520,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,32.7,41867,0,8624,2374,4782,854,447,90,59038,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
43 - Arkitekter,54 - Arkitekter m.fl,6.0,43796,0,8759,2661,3867,0,490,140,59712,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
44 - Ingeniører,72 - Akademiingeniører m.fl,10.0,42951,0,9977,6595,7641,0,933,46,68144,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,13.9,38492,0,8745,6332,4550,663,1316,150,60249,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,502.3,40774,0,9479,7138,5152,1335,2303,64,66244,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,70 - Institutledere,9.0,49630,0,12919,9038,8762,14774,2889,90,98101,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,84 - Bachelorer,22.4,33575,0,8070,5422,7047,290,297,70,54771,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,64 - Magistre,271.2,39837,0,8926,5571,4990,1008,1031,113,61476,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,65 - Psykologer,3.1,41071,0,8345,4806,1685,0,0,0,55908,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
