Personalekategori,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
36 - Bygningskonstruktør,11.4,35440,0,8967,737,12842,1436,329,46,59797,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
38 - Bibliotekarer,17.3,38629,0,8402,4860,4282,614,410,122,57319,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
39 - Erhvervss.kandidater,31.0,41396,0,8437,1829,4326,140,389,32,56549,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
40 - Ingeniørassistenter,14.3,32461,0,6752,121,8787,711,204,95,49131,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
42 - Forskningsteknikere,15.0,32461,0,6917,121,11174,382,83,111,51248,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
43 - Arkitekter,46.2,45371,0,9628,1776,7736,343,352,75,65282,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
44 - Ingeniører,379.2,39363,0,8615,5265,4086,521,189,51,58089,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
46 - Jurister/økonomer,861.4,42807,0,9221,3841,5363,999,548,32,62811,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
49 - Magistre,3983.2,38679,0,8478,5539,3817,499,242,39,57294,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
50 - Tekniske funktionærer,5.8,28795,0,6383,0,12328,0,538,0,48044,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
54 - Maskinmestre,24.0,37055,0,8620,262,12497,504,382,1517,60837,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
60 - Journalister,14.7,32185,0,8190,234,11215,600,85,30,52538,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
64 - Dyrlæger,199.5,37781,0,8814,5121,5758,2252,297,91,60114,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
69 - Tandlæger,66.0,40408,0,8684,3287,4980,976,261,121,58716,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,305.6,36769,0,8069,5610,3286,307,147,14,54201,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,271.2,38120,0,8505,5827,3861,625,158,67,57164,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
93 - Særligt aflønnede,73.9,39983,0,5825,907,196,93,-111,13,46907,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
106 - Ekst lektor og UV-assistent,50.1,41999,0,150,0,0,0,109,9,42267,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
107 - Studenterundervisere,33.2,31966,0,730,0,0,0,0,0,32696,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,118.6,44093,0,11448,9116,11492,2104,406,1445,80104,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
115 - Jordbrugsteknikere,5.0,29220,0,5752,60,8787,1281,0,1552,46652,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
133 - Faglærere ved SKT,21.6,31015,0,7072,2703,3396,443,424,101,45154,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
136 - Lager- og Handelsarbejdere,237.2,26514,0,4545,518,4213,179,191,398,36558,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
139 - Gartnere og gartneriarbejdere,67.6,27396,0,4259,30,3605,449,123,72,35933,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
172 - Lærlinge og elever,15.3,20582,0,2309,0,0,0,82,0,22973,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
174 - Skov - og Landskabsingeniører,31.0,35161,0,8140,361,8006,249,231,105,52253,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
179 - Håndværkere og Teknikere,90.6,29790,0,6604,92,11892,627,430,916,50350,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
185 - Grafiske Arbejdere,10.5,34309,0,6567,195,6500,687,589,106,48954,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
201 - Tjenestemænd,27.6,35489,0,7088,3907,7896,645,533,449,56008,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
211 - Tjenestemandslignende,11.8,35185,0,8920,206,11036,1401,247,220,57214,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
224 - Servicemedarbejdere,5.0,25341,0,4757,138,4912,0,250,103,35502,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
231 - Bioanalytikere,51.3,31701,0,7381,77,7189,211,73,76,46709,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,364.5,31442,0,5122,44,3757,121,79,33,40598,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,187.9,32597,0,6778,739,9255,749,307,374,50799,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,852.7,30929,0,5348,49,4785,149,176,78,41515,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
251 - Sygeplejersker,6.4,30470,0,7352,17,8309,147,196,20,46511,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
252 - Vagtfunktionærer,22.1,25773,0,4748,111,5344,230,169,705,37080,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
266 - Køkkenpersonale,5.7,26764,0,6541,0,7427,359,234,117,41443,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
296 - Sanitører,6.0,28202,0,4268,38,0,0,0,0,32508,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
540 - Korrespondenter,3.9,28856,0,7785,800,14043,0,0,204,51690,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
553 - Ph.d. Stipendiater,1369.7,31659,0,5703,1529,470,14,20,6,39401,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
580 - Kliniske Professorer,106.9,47025,0,4772,0,0,0,0,363,52161,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
694 - Særl.afløn.timeløn,8.3,24601,0,169,0,0,0,0,1714,26485,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
747 - Rengøringsassistenter,22.5,24547,0,4441,83,3668,199,244,496,33677,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
21 - Kiropraktorer,12.6,39244,0,8705,6322,3575,646,264,0,58756,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
22 - Civiløkonomer,14.0,39471,0,8584,3246,7186,0,315,198,58999,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
35 - Fysioterapeuter,3.3,31717,0,6370,3994,261,0,0,0,42342,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
36 - Bygningskonstruktør,11.0,36462,0,8452,795,10808,205,303,0,57026,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
38 - Bibliotekarer,29.0,36868,0,7798,1165,6173,304,17,0,52326,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
39 - Erhvervss.kandidater,47.7,36421,0,7555,3037,4331,36,216,8,51605,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
40 - Ingeniørassistenter,18.0,31790,0,6497,36,8663,753,231,39,48009,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
43 - Arkitekter,6.3,39148,0,8689,4754,5728,420,779,71,59589,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,405.6,37293,0,8450,5884,4550,690,232,42,57141,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
46 - Jurister/økonomer,500.2,40925,0,9023,6030,3855,867,518,29,61247,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
49 - Magistre,1277.3,38873,0,8415,6179,2825,415,166,35,56909,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
54 - Maskinmestre,5.9,34555,0,9705,0,19654,1521,778,0,66212,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
60 - Journalister,24.5,33447,0,9614,228,17727,1063,82,0,62161,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
64 - Dyrlæger,4.1,34015,0,8075,1612,8834,1535,0,0,54070,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
84 - Farmaceuter,32.7,40502,0,9188,8532,1825,902,58,51,61057,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
86 - Jordbrugsakademikere,4.0,47094,0,10626,10866,1663,1362,0,284,71895,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
93 - Særligt aflønnede,76.3,21327,0,3291,2509,404,409,38,47,28025,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
106 - Ekst lektor og UV-assistent,25.8,42496,0,134,0,0,0,0,0,42630,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
107 - Studenterundervisere,24.5,28876,0,673,0,0,0,0,0,29549,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
108 - Læger v. højere udd.ins.,49.1,44236,0,10546,9313,4248,4037,327,188,72895,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
139 - Gartnere og gartneriarbejdere,21.3,25414,0,4438,104,4397,28,133,126,34639,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
149 - Kandidater i sygepleje,12.8,33006,0,7055,3368,849,682,0,25,44985,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
172 - Lærlinge og elever,16.6,19298,0,2465,0,0,0,0,0,21763,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
179 - Håndværkere og Teknikere,28.0,28463,0,6038,141,10692,534,375,2842,49086,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
201 - Tjenestemænd,4.6,29965,0,7214,2010,10188,2338,144,234,52093,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
231 - Bioanalytikere,5.4,32010,0,7679,0,8300,464,154,0,48607,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
236 - Laboratoriefunktionærer,96.7,33519,0,5378,22,2362,133,45,18,41478,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
239 - IT-medarbejdere,74.4,31147,0,6484,29,10442,55,195,619,48972,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
240 - Kontorfunktionærer,349.3,29910,30,5515,176,6097,205,192,42,42168,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
251 - Sygeplejersker,6.2,34320,0,8114,53,8197,616,0,62,51363,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
252 - Vagtfunktionærer,29.3,26483,0,5232,57,6978,124,171,135,39179,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
540 - Korrespondenter,14.0,30091,0,7198,623,9513,0,321,148,47894,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
553 - Ph.d. Stipendiater,517.9,32435,0,5865,1540,251,438,30,0,40559,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
580 - Kliniske Professorer,47.8,47074,0,5136,511,339,0,0,159,53219,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
747 - Rengøringsassistenter,4.8,24945,0,4265,44,5096,0,0,51,34402,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
39 - Erhvervss.kandidater,5.5,39684,0,7910,3159,2859,222,0,0,53833,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
44 - Ingeniører,28.0,40624,233,9029,4046,5249,1769,77,115,61142,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
46 - Jurister/økonomer,177.8,40532,81,9128,5910,4959,831,61,25,61527,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
49 - Magistre,346.1,39386,16,9052,6582,4935,953,32,80,61035,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
86 - Jordbrugsakademikere,5.8,47837,0,11638,12770,2692,3677,0,0,78613,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
93 - Særligt aflønnede,10.4,40118,0,6442,3895,703,0,52,221,51430,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
106 - Ekst lektor og UV-assistent,27.4,43288,0,151,0,0,0,46,0,43486,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
149 - Kandidater i sygepleje,6.0,33170,0,8329,6311,5293,307,0,0,53411,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
172 - Lærlinge og elever,4.0,18500,0,2118,0,0,0,0,0,20618,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
179 - Håndværkere og Teknikere,7.8,28463,0,6890,3416,9730,1739,0,76,50313,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
236 - Laboratoriefunktionærer,9.9,31971,0,5303,91,4642,123,0,59,42191,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
239 - IT-medarbejdere,27.0,31218,0,6267,828,9236,288,46,50,47934,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
240 - Kontorfunktionærer,71.9,29959,207,5500,21,5500,157,12,25,41380,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
553 - Ph.d. Stipendiater,93.6,32057,0,5752,1542,408,0,0,0,39760,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.15 - Roskilde Universitet,Andet
22 - Civiløkonomer,9.7,41067,0,8092,2129,3451,0,729,141,55609,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
36 - Bygningskonstruktør,8.0,36250,0,8584,2188,9701,1490,156,0,58368,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
38 - Bibliotekarer,25.6,38463,0,8182,1919,6233,269,267,117,55450,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
39 - Erhvervss.kandidater,42.7,39805,0,7863,3245,2545,60,157,0,53674,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
40 - Ingeniørassistenter,31.5,31811,0,6570,95,8521,674,159,124,47954,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
43 - Arkitekter,28.0,36783,0,8479,6540,4666,663,335,76,57541,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
44 - Ingeniører,701.5,37557,0,8441,5619,4257,894,343,76,57186,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
46 - Jurister/økonomer,479.0,40243,0,8641,4635,4119,611,469,31,58751,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
49 - Magistre,751.3,38806,0,8616,5682,4032,859,350,54,58399,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
50 - Tekniske funktionærer,3.8,25397,0,6625,92,15150,0,164,108,47537,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
54 - Maskinmestre,4.0,35378,0,8493,0,13179,0,0,0,57050,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
60 - Journalister,13.8,32985,0,8462,1734,11843,527,404,0,55955,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
84 - Farmaceuter,3.9,40165,0,8124,4506,1640,0,323,0,54760,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
85 - Landinspektører,11.8,35392,0,8840,7786,6335,971,0,61,59385,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
86 - Jordbrugsakademikere,6.0,35571,0,9153,8063,6328,2407,556,179,62257,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
93 - Særligt aflønnede,22.8,40505,0,8335,6670,1309,0,36,31,56887,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
106 - Ekst lektor og UV-assistent,21.2,42644,0,145,0,0,0,0,0,42789,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
107 - Studenterundervisere,4.5,27126,0,610,0,0,0,0,0,27736,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
108 - Læger v. højere udd.ins.,16.4,42592,0,10560,6972,8555,3307,295,224,72506,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
139 - Gartnere og gartneriarbejdere,3.4,27112,0,3587,436,2884,455,123,0,34597,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
149 - Kandidater i sygepleje,3.3,32716,0,8473,6959,5293,0,0,154,53596,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
172 - Lærlinge og elever,7.0,21902,0,3174,0,0,0,0,1,25078,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
179 - Håndværkere og Teknikere,24.2,28552,0,6071,283,7590,2843,93,107,45539,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
201 - Tjenestemænd,9.0,34513,0,7316,1241,9126,2927,513,285,55920,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
211 - Tjenestemandslignende,4.0,30180,0,8316,89,13696,532,250,0,53063,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,31.2,30851,0,5206,34,3973,199,195,60,40518,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,73.4,31784,0,6420,18,9297,90,142,134,47885,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,395.9,30071,0,5419,43,5428,342,287,65,41656,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
248 - Specialarbejdere m.fl.,24.4,25181,0,5199,30,5172,4057,322,70,40032,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
